source_system,source_id,master_id,tier,score,score_runner_up,score_margin,candidate_count,blocking_rule,evidence_json,veto_applied,veto_reason,needs_review,ruleset_version,decided_by,decided_at
crm_hubspot,HS-100027,5205e01e1434,S,,,,1,none,"{""domain_label"":""laboratorios320"",""name_norm"":""laboratorios godoy y toledo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100028,d3d6430ce9c4,S,,,,1,none,"{""domain_label"":""sanches231"",""name_norm"":""sanches""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100029,8dc56996e31a,S,,,,1,none,"{""domain_label"":""villagomezde8"",""name_norm"":""villagomez de jesus""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100030,800f2eb56933,S,,,,1,none,"{""domain_label"":""garcia527"",""name_norm"":""garcia s r l de c v""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100031,6cfc2bb220b5,S,,,,1,none,"{""domain_label"":""casas958"",""name_norm"":""casas y salinas""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100032,f1a6ca1331db,S,,,,1,none,"{""domain_label"":""merazcintron97"",""name_norm"":""meraz cintron""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100033,f2f553d01764,S,,,,1,none,"{""domain_label"":""herediacarri670"",""name_norm"":""heredia carrion""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100034,c0d5050c1786,S,,,,1,none,"{""domain_label"":""proyectos197"",""name_norm"":""proyectos barraza mata""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100035,890c3cae550f,S,,,,1,none,"{""domain_label"":""aponte256"",""name_norm"":""aponte bueno y orosco""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100036,5ad6ce2d765a,S,,,,1,none,"{""domain_label"":""navarreteber668"",""name_norm"":""navarrete berrios s a""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100037,99340d33f3fb,S,,,,1,none,"{""domain_label"":""narvaezrolon417"",""name_norm"":""narvaez rolon""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100038,70ea0c23bdb2,S,,,,1,none,"{""domain_label"":""miramontes3"",""name_norm"":""miramontes y zambrano""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100039,8e811d2dc5a1,S,,,,1,none,"{""domain_label"":""enriquezoliv714"",""name_norm"":""enriquez olivarez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100040,da2408f43334,S,,,,1,none,"{""domain_label"":""proyectos223"",""name_norm"":""proyectos quezada hernandes y arce""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100041,9aab1444c5d3,S,,,,1,none,"{""domain_label"":""iglesiasprad52"",""name_norm"":""iglesias prado a c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100042,078d848b2f9f,S,,,,1,none,"{""domain_label"":""maldonadobue984"",""name_norm"":""maldonado bueno""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100043,840d8a53bce8,S,,,,1,none,"{""domain_label"":""laboratorios123"",""name_norm"":""laboratorios caldera arredondo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100044,f750af5db82c,S,,,,1,none,"{""domain_label"":""acosta674"",""name_norm"":""acosta s a""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100045,621d856f0a4b,S,,,,1,none,"{""domain_label"":""industrias734"",""name_norm"":""industrias soto luna y llamas""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100046,6d6157f05d37,S,,,,1,none,"{""domain_label"":""figueroa324"",""name_norm"":""figueroa villa y rojo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100047,88a8efcac170,S,,,,1,none,"{""domain_label"":""despacho551"",""name_norm"":""despacho fonseca toro""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100048,dc2ff4bd4800,S,,,,1,none,"{""domain_label"":""corporacin379"",""name_norm"":""corporacin enriquez y romero""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100049,e5bcc1fbee61,S,,,,1,none,"{""domain_label"":""arellanorobl827"",""name_norm"":""arellano robles s r l de c v""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100050,a50bd28fa87f,S,,,,1,none,"{""domain_label"":""arredondo107"",""name_norm"":""arredondo mateo y alcantar""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100051,9a903bd17a09,S,,,,1,none,"{""domain_label"":""pena279"",""name_norm"":""pena y aguirre s c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100052,48633a3c243e,S,,,,1,none,"{""domain_label"":""cordero501"",""name_norm"":""cordero s a""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100053,61c8003722fd,S,,,,1,none,"{""domain_label"":""sevilla4"",""name_norm"":""sevilla prado y galvez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100054,9bf0ba4ae3b0,S,,,,1,none,"{""domain_label"":""club723"",""name_norm"":""club soto solorio""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100055,3f9a1cc61de5,S,,,,1,none,"{""domain_label"":""leon37"",""name_norm"":""leon s a""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100056,41d822af890b,S,,,,1,none,"{""domain_label"":""industrias316"",""name_norm"":""industrias balderas y yanez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100057,37d67f0e2f52,S,,,,1,none,"{""domain_label"":""proyectos106"",""name_norm"":""proyectos lara garica y olmos""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100058,3dc38ff1f062,S,,,,1,none,"{""domain_label"":""laboratorios886"",""name_norm"":""laboratorios tellez sanches y abreu""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100059,79d3b0680edc,S,,,,1,none,"{""domain_label"":""despacho822"",""name_norm"":""despacho escobar soto""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100060,16c951b00315,S,,,,1,none,"{""domain_label"":""corporacin228"",""name_norm"":""corporacin verduzco caraballo y raya""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100061,774336269cfb,S,,,,1,none,"{""domain_label"":""grupo25"",""name_norm"":""grupo valencia alva""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100062,0196867379d8,S,,,,1,none,"{""domain_label"":""proyectos360"",""name_norm"":""proyectos olvera llamas y huerta""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100063,c5350fab0bb4,S,,,,1,none,"{""domain_label"":""cordero962"",""name_norm"":""cordero y duran s r l de c v""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100064,00a8d71c23f4,S,,,,1,none,"{""domain_label"":""ybarra40"",""name_norm"":""ybarra y alcaraz s c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100065,3f8121a01f52,S,,,,1,none,"{""domain_label"":""valladares524"",""name_norm"":""valladares s c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100066,446b01c1b10d,S,,,,1,none,"{""domain_label"":""villareal447"",""name_norm"":""villareal""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100067,d003a5126727,S,,,,1,none,"{""domain_label"":""club442"",""name_norm"":""club santacruz valencia y casas""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100068,0aa90d008a95,S,,,,1,none,"{""domain_label"":""club922"",""name_norm"":""club montemayor godoy""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100069,8c5f19b3b0d6,S,,,,1,none,"{""domain_label"":""despacho303"",""name_norm"":""despacho amaya arevalo y reyna""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100070,dd8109cf375b,S,,,,1,none,"{""domain_label"":""mendoza583"",""name_norm"":""mendoza a c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100071,ea8725dcabb1,S,,,,1,none,"{""domain_label"":""haro441"",""name_norm"":""haro bahena y alva""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100072,c14e78b458d1,S,,,,1,none,"{""domain_label"":""proyectos485"",""name_norm"":""proyectos jaramillo santillan y solis""}",True,shared_domain_distinct_company,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100073,d16deb81827f,S,,,,1,none,"{""domain_label"":""rangel96"",""name_norm"":""rangel""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100074,b2f4d7709dc0,S,,,,1,none,"{""domain_label"":""grupo26"",""name_norm"":""grupo fonseca y galarza""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100075,4bfe1795911a,S,,,,1,none,"{""domain_label"":""carrera425"",""name_norm"":""carrera y crespo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100076,4b99f2dd30ed,S,,,,1,none,"{""domain_label"":""parra250"",""name_norm"":""parra ybarra y menendez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100077,523ef10f815e,S,,,,1,none,"{""domain_label"":""menendez225"",""name_norm"":""menendez figueroa y corral""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100078,36fd3dae4ce6,S,,,,1,none,"{""domain_label"":""lopez137"",""name_norm"":""lopez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100079,49ecd60b845c,S,,,,1,none,"{""domain_label"":""despacho973"",""name_norm"":""despacho olivarez ruelas""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100080,c564e6bc20a2,S,,,,1,none,"{""domain_label"":""grupo457"",""name_norm"":""grupo carrasco toro y mora""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100081,531b08e15995,S,,,,1,none,"{""domain_label"":""ojeda497"",""name_norm"":""ojeda rivas y roybal""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100082,cde501cb7a7d,S,,,,1,none,"{""domain_label"":""miramontes279"",""name_norm"":""miramontes y zarate a c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100083,db6aaecba31f,S,,,,1,none,"{""domain_label"":""ferrerbernal393"",""name_norm"":""ferrer bernal""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100084,e883c54c8ca8,S,,,,1,none,"{""domain_label"":""de478"",""name_norm"":""de la cruz garcia y carrillo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100085,a323d4abf458,S,,,,1,none,"{""domain_label"":""carrillo21"",""name_norm"":""carrillo s c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100086,4196ef66325f,S,,,,1,none,"{""domain_label"":""laboratorios874"",""name_norm"":""laboratorios herrera y rodriguez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100087,794d03d90ea6,S,,,,1,none,"{""domain_label"":""rosasvarela500"",""name_norm"":""rosas varela""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100088,16541ff794fd,S,,,,1,none,"{""domain_label"":""raya696"",""name_norm"":""raya""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100089,87653c642368,S,,,,1,none,"{""domain_label"":""muniz547"",""name_norm"":""muniz y cedillo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100090,32abb429e0d8,S,,,,1,none,"{""domain_label"":""riostijerina439"",""name_norm"":""rios tijerina""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100091,c12476e908d2,S,,,,1,none,"{""domain_label"":""club335"",""name_norm"":""club gil razo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100092,c92187f76a50,S,,,,1,none,"{""domain_label"":""club855"",""name_norm"":""club maya vergara""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100093,1657dbc3746e,S,,,,1,none,"{""domain_label"":""laboratorios666"",""name_norm"":""laboratorios briseno toledo y salgado""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100094,cfa499631566,S,,,,1,none,"{""domain_label"":""cervantesesq157"",""name_norm"":""cervantes esquibel""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100095,3d3cf29f1b67,S,,,,1,none,"{""domain_label"":""proyectos717"",""name_norm"":""proyectos escobar vigil""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100096,4b4752da4a83,S,,,,1,none,"{""domain_label"":""florezmonroy988"",""name_norm"":""florez monroy""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100097,699ff55001cc,S,,,,1,none,"{""domain_label"":""casarez930"",""name_norm"":""casarez carvajal y laboy""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100098,6de6d67a878e,S,,,,1,none,"{""domain_label"":""camachoperal851"",""name_norm"":""camacho perales""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100099,3764f7701b9c,S,,,,1,none,"{""domain_label"":""garibaytejed816"",""name_norm"":""garibay tejeda s r l de c v""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100100,695d5be4f470,S,,,,1,none,"{""domain_label"":""industrias519"",""name_norm"":""industrias baca y camarillo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100101,d6eff0593968,S,,,,1,none,"{""domain_label"":""grupo444"",""name_norm"":""grupo hinojosa y mojica""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100102,63a717661ec6,S,,,,1,none,"{""domain_label"":""venegas277"",""name_norm"":""venegas cantu y munguia""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100103,09a2a58e60b9,S,,,,1,none,"{""domain_label"":""industrias331"",""name_norm"":""industrias ramos tejeda""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100104,79dd57fbb9d2,S,,,,1,none,"{""domain_label"":""club769"",""name_norm"":""club villalobos renteria y quintana""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100105,e75f33c9ed23,S,,,,1,none,"{""domain_label"":""grupo872"",""name_norm"":""grupo covarrubias y cruz""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100106,705ac77b56d1,S,,,,1,none,"{""domain_label"":""olmos287"",""name_norm"":""olmos y lozano s c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100107,34a9ffde0fc0,S,,,,1,none,"{""domain_label"":""bermudezsanc417"",""name_norm"":""bermudez sanchez s c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100108,9e27ccf7896b,S,,,,1,none,"{""domain_label"":""santana812"",""name_norm"":""santana""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100109,2046e13bb328,S,,,,1,none,"{""domain_label"":""collazofrias680"",""name_norm"":""collazo frias""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100110,9690176b3350,S,,,,1,none,"{""domain_label"":""britoalvarad564"",""name_norm"":""brito alvarado""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100111,52584d35f5ce,S,,,,1,none,"{""domain_label"":""industrias124"",""name_norm"":""industrias puente y tello""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100112,d375384bf8bc,S,,,,1,none,"{""domain_label"":""prieto222"",""name_norm"":""prieto y guardado""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100113,f278c285db4a,S,,,,1,none,"{""domain_label"":""club290"",""name_norm"":""club espinoza y magana""}",True,shared_domain_distinct_company,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100114,a99b55b3b218,S,,,,1,none,"{""domain_label"":""bermudezlira726"",""name_norm"":""bermudez lira""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100115,566ce673d067,S,,,,1,none,"{""domain_label"":""valdezmanzan967"",""name_norm"":""valdez manzanares a c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100116,2b4be83e1c60,S,,,,1,none,"{""domain_label"":""laboratorios491"",""name_norm"":""laboratorios rocha casas""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100117,3dec1c7194aa,S,,,,1,none,"{""domain_label"":""cuellarfonse842"",""name_norm"":""cuellar fonseca""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100118,1d87384d7c5c,S,,,,1,none,"{""domain_label"":""despacho153"",""name_norm"":""despacho ochoa y vega""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100119,c80df26f0cb2,S,,,,1,none,"{""domain_label"":""campos621"",""name_norm"":""campos y solano s a""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100120,1ece7b99e449,S,,,,1,none,"{""domain_label"":""miramontesma881"",""name_norm"":""miramontes madera""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100121,76352359fd43,S,,,,1,none,"{""domain_label"":""laboratorios102"",""name_norm"":""laboratorios velasquez aponte""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100122,201dacb5b332,S,,,,1,none,"{""domain_label"":""ojeda246"",""name_norm"":""ojeda carbajal y venegas""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100123,2d38af661686,S,,,,1,none,"{""domain_label"":""aragon609"",""name_norm"":""aragon y monroy a c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100124,5c7bb90cf33d,S,,,,1,none,"{""domain_label"":""meraz881"",""name_norm"":""meraz ordonez y anaya""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100125,c906fcd56eec,S,,,,1,none,"{""domain_label"":""duran824"",""name_norm"":""duran y carrillo s r l de c v""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100126,062df55dccb8,S,,,,1,none,"{""domain_label"":""grupo847"",""name_norm"":""grupo alva linares y mendoza""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100127,1197d211e7e1,S,,,,1,none,"{""domain_label"":""club450"",""name_norm"":""club anaya valencia""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100128,565904aa901f,S,,,,1,none,"{""domain_label"":""valenciaguar553"",""name_norm"":""valencia guardado""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100129,bb332bfd6480,S,,,,1,none,"{""domain_label"":""resendez257"",""name_norm"":""resendez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100130,f51f42af8a26,S,,,,1,none,"{""domain_label"":""mayorgacoron974"",""name_norm"":""mayorga corona""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100131,a6735df00d27,S,,,,1,none,"{""domain_label"":""apodacapuga453"",""name_norm"":""apodaca puga""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100132,7c9b0514c9d6,S,,,,1,none,"{""domain_label"":""lebronalonso482"",""name_norm"":""lebron alonso s a""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100133,7a5802bb88f1,S,,,,1,none,"{""domain_label"":""serrato422"",""name_norm"":""serrato acosta y granados""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100134,0b632556c614,S,,,,1,none,"{""domain_label"":""pizarro466"",""name_norm"":""pizarro s a""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100135,179d97e50dff,S,,,,1,none,"{""domain_label"":""munizguardad845"",""name_norm"":""muniz guardado""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100136,8fd0cb9bb127,S,,,,1,none,"{""domain_label"":""marinperez638"",""name_norm"":""marin perez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100137,cced8c3d305b,S,,,,1,none,"{""domain_label"":""ruelas563"",""name_norm"":""ruelas lugo y camacho""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100138,247338856c13,S,,,,1,none,"{""domain_label"":""industrias997"",""name_norm"":""industrias arellano cedillo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100139,e7259d79b184,S,,,,1,none,"{""domain_label"":""curielvalent418"",""name_norm"":""curiel valentin""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100140,5aadc6d9beb8,S,,,,1,none,"{""domain_label"":""grupo853"",""name_norm"":""grupo bahena y barragan""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100141,659b8fb24c41,S,,,,1,none,"{""domain_label"":""laboratorios855"",""name_norm"":""laboratorios salas y carrera""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100142,dbad5cfaab50,S,,,,1,none,"{""domain_label"":""proyectos944"",""name_norm"":""proyectos leal casares y galvan""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100143,f08eb23cc0db,S,,,,1,none,"{""domain_label"":""puente792"",""name_norm"":""puente""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100144,3280fc910c85,S,,,,1,none,"{""domain_label"":""club290"",""name_norm"":""club guillen y serrato""}",True,shared_domain_distinct_company,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100145,75e57a3efe0c,S,,,,1,none,"{""domain_label"":""paredesangul458"",""name_norm"":""paredes angulo""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100146,766e960f8f0e,S,,,,1,none,"{""domain_label"":""sotelo467"",""name_norm"":""sotelo montemayor y vasquez""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100147,6e9112a3a693,S,,,,1,none,"{""domain_label"":""polancoteran45"",""name_norm"":""polanco teran""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100148,3499a7868775,S,,,,1,none,"{""domain_label"":""corona812"",""name_norm"":""corona y gaytan s c""}",False,,False,1.0.0,worky_engine,2024-08-31
crm_hubspot,HS-100149,4036aa344034,S,,,,1,none,"{""domain_label"":""corporacin340"",""name_norm"":""corporacin madrigal lozano""}",False,,False,1.0.0,worky_engine,2024-08-31
